Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2165","SAOUHSC_02389","VBIStaAur99865_2165","PATRIC.93061.5.NC_007795.CDS.2209329.2210309.fwd","PATRIC","CDS",2209329,2210309,981,"+","FIG00010192","PLF_1279_00001503","PGF_00067598","YP_500866.1",326,,"Zn(II) and Co(II) transmembrane diffusion facilitator","GO:0006812|cation transport;GO:0008324|cation transmembrane transporter activity;GO:0016020|membrane"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2166","SAOUHSC_02390","VBIStaAur99865_2166","PATRIC.93061.5.NC_007795.CDS.2210575.2211666.fwd","PATRIC","CDS",2210575,2211666,1092,"+","FIG01310570","PLF_1279_00001971","PGF_00018101","YP_500867.1",363,,"Lytic regulatory protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2167","SAOUHSC_02393","VBIStaAur99865_2167","PATRIC.93061.5.NC_007795.CDS.2212900.2214036.rev","PATRIC","CDS",2212900,2214036,1137,"-","FIG01361236","PLF_1279_00005264","PGF_00199617","YP_500870.1",378,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2168","SAOUHSC_02396","VBIStaAur99865_2168","PATRIC.93061.5.NC_007795.CDS.2215122.2215979.rev","PATRIC","CDS",2215122,2215979,858,"-","FIG00510207","PLF_1279_00001303","PGF_02899915","YP_500873.1",285,,"Hydrolase, HAD superfamily",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2169","SAOUHSC_02397","VBIStaAur99865_2169","PATRIC.93061.5.NC_007795.CDS.2216047.2216829.rev","PATRIC","CDS",2216047,2216829,783,"-","FIG01956052","PLF_1279_00001689","PGF_10425579","YP_500874.1",260,,"ABC transporter, ATP-binding protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2170","SAOUHSC_02399","VBIStaAur99865_2170","PATRIC.93061.5.NC_007795.CDS.2217061.2218866.rev","PATRIC","CDS",2217061,2218866,1806,"-","FIG00000038","PLF_1279_00000264","PGF_01960322","YP_500875.1",601,,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)","GO:0004360|glutamine-fructose-6-phosphate transaminase (isomerizing) activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2171",,"VBIStaAur99865_2171","PATRIC.93061.5.NC_007795.CDS.2219316.2219489.fwd","PATRIC","CDS",2219316,2219489,174,"+","FIG01318700","PLF_1279_00004606","PGF_03474802",,57,,"Poor database matches. Doubtful CDS",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2172","SAOUHSC_02400","VBIStaAur99865_2172","PATRIC.93061.5.NC_007795.CDS.2219547.2221085.fwd","PATRIC","CDS",2219547,2221085,1539,"+","FIG00001885","PLF_1279_00001364","PGF_00029770","YP_500876.1",512,,"PTS system, mannitol-specific IIC component / PTS system, mannitol-specific IIB component (EC 2.7.1.197)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2173","SAOUHSC_02401","VBIStaAur99865_2173","PATRIC.93061.5.NC_007795.CDS.2221120.2223252.fwd","PATRIC","CDS",2221120,2223252,2133,"+","FIG00003678","PLF_1279_00001413","PGF_07097065","YP_500877.1",710,,"Mannitol operon activator, BglG family","GO:0005351|sugar:hydrogen ion symporter activity;GO:0009401|phosphoenolpyruvate-dependent sugar phosphotransferase system"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2174","SAOUHSC_02402","VBIStaAur99865_2174","PATRIC.93061.5.NC_007795.CDS.2223264.2223698.fwd","PATRIC","CDS",2223264,2223698,435,"+","FIG00001811","PLF_1279_00001501","PGF_01253289","YP_500878.1",144,,"PTS system, mannitol-specific IIA component (EC 2.7.1.197)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2175","SAOUHSC_02403","VBIStaAur99865_2175","PATRIC.93061.5.NC_007795.CDS.2223698.2224804.fwd","PATRIC","CDS",2223698,2224804,1107,"+","FIG00001427","PLF_1279_00001381","PGF_05200824","YP_500879.1",368,,"Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)","GO:0008926|mannitol-1-phosphate 5-dehydrogenase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2176","SAOUHSC_02404","VBIStaAur99865_2176","PATRIC.93061.5.NC_007795.CDS.2225123.2232559.rev","PATRIC","CDS",2225123,2232559,7437,"-","FIG00027657","PLF_1279_00000062","PGF_00141407","YP_500880.1",2478,,"FmtB (Mrp) protein involved in methicillin resistance and cell wall biosynthesis",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.185","SAOUHSC_00200","VBIStaAur99865_0185","PATRIC.93061.5.NC_007795.CDS.222692.223921.fwd","PATRIC","CDS",222692,223921,1230,"+","FIG01108037","PLF_1279_00002079","PGF_08225224","YP_498797.1",409,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2177","SAOUHSC_02405","VBIStaAur99865_2177","PATRIC.93061.5.NC_007795.CDS.2232836.2234191.rev","PATRIC","CDS",2232836,2234191,1356,"-","FIG00009238","PLF_1279_00001147","PGF_00033494","YP_500881.1",451,,"Phosphoglucosamine mutase (EC 5.4.2.10) @ FemD, factor involved in methicillin resistance","GO:0008966|phosphoglucosamine mutase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2178","SAOUHSC_02406","VBIStaAur99865_2178","PATRIC.93061.5.NC_007795.CDS.2234218.2235150.rev","PATRIC","CDS",2234218,2235150,933,"-","FIG00137498","PLF_1279_00001840","PGF_05461869","YP_500882.1",310,,"Uncharacterized secreted protein associated with spyDAC",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2179","SAOUHSC_02407","VBIStaAur99865_2179","PATRIC.93061.5.NC_007795.CDS.2235152.2235787.rev","PATRIC","CDS",2235152,2235787,636,"-","FIG00006310","PLF_1279_00000643","PGF_01212500","YP_500883.1",211,,"Diadenylate cyclase spyDAC; Bacterial checkpoint controller DisA with nucleotide-binding domain",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2180","SAOUHSC_02409","VBIStaAur99865_2180","PATRIC.93061.5.NC_007795.CDS.2236150.2237058.rev","PATRIC","CDS",2236150,2237058,909,"-","FIG00003810","PLF_1279_00001488","PGF_00064169","YP_500884.1",302,,"Arginase (EC 3.5.3.1)","GO:0004053|arginase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2181","SAOUHSC_02410","VBIStaAur99865_2181","PATRIC.93061.5.NC_007795.CDS.2237284.2238486.fwd","PATRIC","CDS",2237284,2238486,1203,"+","FIG01306568","PLF_1279_00000008","PGF_01000105","YP_500885.1",400,,"Mobile element protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.186","SAOUHSC_00201","VBIStaAur99865_0186","PATRIC.93061.5.NC_007795.CDS.224235.225710.rev","PATRIC","CDS",224235,225710,1476,"-","FIG00451095","PLF_1279_00001627","PGF_09108724","YP_498798.1",491,,"ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.17","SAOUHSC_00019","VBIStaAur99865_0017","PATRIC.93061.5.NC_007795.CDS.22444.23727.fwd","PATRIC","CDS",22444,23727,1284,"+","FIG00000107","PLF_1279_00000247","PGF_06935032","YP_498625.1",427,,"Adenylosuccinate synthetase (EC 6.3.4.4)","GO:0004019|adenylosuccinate synthase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2182","SAOUHSC_02417","VBIStaAur99865_2182","PATRIC.93061.5.NC_007795.CDS.2244932.2245879.rev","PATRIC","CDS",2244932,2245879,948,"-","FIG00001492","PLF_1279_00000911","PGF_10561994","YP_500889.1",315,,"Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2183","SAOUHSC_02418","VBIStaAur99865_2183","PATRIC.93061.5.NC_007795.CDS.2246027.2247472.rev","PATRIC","CDS",2246027,2247472,1446,"-","FIG01310699","PLF_1279_00000096","PGF_09996723","YP_500890.1",481,,"Uncharacterized MFS-type transporter",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2184","SAOUHSC_02419","VBIStaAur99865_2184","PATRIC.93061.5.NC_007795.CDS.2247791.2248264.rev","PATRIC","CDS",2247791,2248264,474,"-","FIG01330228","PLF_1279_00001818","PGF_00053355","YP_500891.1",157,,"SmrB",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2185","SAOUHSC_02420","VBIStaAur99865_2185","PATRIC.93061.5.NC_007795.CDS.2248363.2249706.rev","PATRIC","CDS",2248363,2249706,1344,"-","FIG01356213","PLF_1279_00000335","PGF_09996723","YP_500892.1",447,,"Uncharacterized MFS-type transporter",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2186","SAOUHSC_02422","VBIStaAur99865_2186","PATRIC.93061.5.NC_007795.CDS.2249883.2250569.rev","PATRIC","CDS",2249883,2250569,687,"-","FIG01322110","PLF_1279_00000251","PGF_00011471","YP_500893.1",228,,"Hemolysin III",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2187","SAOUHSC_02423","VBIStaAur99865_2187","PATRIC.93061.5.NC_007795.CDS.2250585.2251772.rev","PATRIC","CDS",2250585,2251772,1188,"-","FIG00004620","PLF_1279_00000516","PGF_00023788","YP_500894.1",395,,"N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)","GO:0003977|UDP-N-acetylglucosamine diphosphorylase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2188","SAOUHSC_02424","VBIStaAur99865_2188","PATRIC.93061.5.NC_007795.CDS.2251816.2252331.rev","PATRIC","CDS",2251816,2252331,516,"-","FIG01350774","PLF_1279_00001524","PGF_00020194","YP_500895.1",171,,"Membrane-bound metal-dependent hydrolase YdjM, induced during SOS response",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2189","SAOUHSC_02425","VBIStaAur99865_2189","PATRIC.93061.5.NC_007795.CDS.2252508.2252768.fwd","PATRIC","CDS",2252508,2252768,261,"+","FIG01333088","PLF_1279_00001048","PGF_00013221","YP_500896.1",86,,"Hypothetical protein SAV2173",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2190","SAOUHSC_02426","VBIStaAur99865_2190","PATRIC.93061.5.NC_007795.CDS.2252900.2254270.rev","PATRIC","CDS",2252900,2254270,1371,"-","FIG00030174","PLF_1279_00000943","PGF_08471360","YP_500897.1",456,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2191","SAOUHSC_02427","VBIStaAur99865_2191","PATRIC.93061.5.NC_007795.CDS.2254506.2255384.rev","PATRIC","CDS",2254506,2255384,879,"-","FIG00009225","PLF_1279_00000755","PGF_00011320","YP_500898.1",292,,"Heme ABC type transporter HtsABC, permease protein HtsC",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2192","SAOUHSC_02428","VBIStaAur99865_2192","PATRIC.93061.5.NC_007795.CDS.2255471.2256502.rev","PATRIC","CDS",2255471,2256502,1032,"-","FIG00010397","PLF_1279_00001200","PGF_00011318","YP_500899.1",343,,"Heme ABC type transporter HtsABC, permease protein HtsB",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2193","SAOUHSC_02430","VBIStaAur99865_2193","PATRIC.93061.5.NC_007795.CDS.2256514.2257497.rev","PATRIC","CDS",2256514,2257497,984,"-","FIG00019092","PLF_1279_00011164","PGF_00011292","YP_500900.1",327,,"Heme ABC type transporter HtsABC, heme-binding protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2194","SAOUHSC_02433","VBIStaAur99865_2194","PATRIC.93061.5.NC_007795.CDS.2257889.2258959.rev","PATRIC","CDS",2257889,2258959,1071,"-","FIG01320468","PLF_1279_00001000","PGF_00013229","YP_500902.1",356,,"Hypothetical protein SAV2178",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2195","SAOUHSC_02434","VBIStaAur99865_2195","PATRIC.93061.5.NC_007795.CDS.2258966.2260723.rev","PATRIC","CDS",2258966,2260723,1758,"-","FIG01330214","PLF_1279_00001472","PGF_10533655","YP_500903.1",585,,"Uncharacterized siderophore biosynthesis protein near heme transporter HtsABC @ Siderophore synthetase superfamily, group B",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.187","SAOUHSC_00202","VBIStaAur99865_0187","PATRIC.93061.5.NC_007795.CDS.225908.226264.rev","PATRIC","CDS",225908,226264,357,"-","FIG01108130","PLF_1279_00001566","PGF_09353053","YP_498799.1",118,,"DUF488 family protein SAV0238",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2196","SAOUHSC_02435","VBIStaAur99865_2196","PATRIC.93061.5.NC_007795.CDS.2260710.2261903.rev","PATRIC","CDS",2260710,2261903,1194,"-","FIG01231596","PLF_1279_00001094","PGF_09996723","YP_500904.1",397,,"Uncharacterized MFS-type transporter",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2197","SAOUHSC_02436","VBIStaAur99865_2197","PATRIC.93061.5.NC_007795.CDS.2262005.2263981.fwd","PATRIC","CDS",2262005,2263981,1977,"+","FIG01330214","PLF_1279_00001220","PGF_10507887","YP_500905.1",658,,"Uncharacterized siderophore biosynthesis protein near heme transporter HtsABC @ Siderophore synthetase superfamily, group B",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.188","SAOUHSC_00203","VBIStaAur99865_0188","PATRIC.93061.5.NC_007795.CDS.226421.226594.rev","PATRIC","CDS",226421,226594,174,"-","FIG01108524","PLF_1279_00002132","PGF_03117713","YP_498800.1",57,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2198","SAOUHSC_02437","VBIStaAur99865_2198","PATRIC.93061.5.NC_007795.CDS.2264437.2265237.fwd","PATRIC","CDS",2264437,2265237,801,"+","FIG01306568","PLF_1279_00003086","PGF_07475842","YP_500906.1",266,,"Transposase, IS4 family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2199","SAOUHSC_02438","VBIStaAur99865_2199","PATRIC.93061.5.NC_007795.CDS.2265255.2265554.fwd","PATRIC","CDS",2265255,2265554,300,"+","FIG01306568","PLF_1279_00000003","PGF_07475842","YP_500907.1",99,,"Transposase, IS4 family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2200","SAOUHSC_02440","VBIStaAur99865_2200","PATRIC.93061.5.NC_007795.CDS.2265717.2266061.fwd","PATRIC","CDS",2265717,2266061,345,"+","FIG01306568","PLF_1279_00000003","PGF_07475842","YP_500908.1",114,,"Transposase, IS4 family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2201","SAOUHSC_02441","VBIStaAur99865_2201","PATRIC.93061.5.NC_007795.CDS.2266097.2266606.rev","PATRIC","CDS",2266097,2266606,510,"-","FIG01329216","PLF_1279_00000972","PGF_05697437","YP_500909.1",169,,"Alkaline shock protein 23",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.189","SAOUHSC_00204","VBIStaAur99865_0189","PATRIC.93061.5.NC_007795.CDS.226620.227765.rev","PATRIC","CDS",226620,227765,1146,"-","FIG00000983","PLF_1279_00001492","PGF_04567743","YP_498801.1",381,,"Flavohemoglobin / Nitric oxide dioxygenase (EC 1.14.12.17)","GO:0008941|nitric oxide dioxygenase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2202","SAOUHSC_02442","VBIStaAur99865_2202","PATRIC.93061.5.NC_007795.CDS.2266669.2266908.rev","PATRIC","CDS",2266669,2266908,240,"-","FIG01310865","PLF_1279_00000990","PGF_00013230","YP_500910.1",79,,"Hypothetical protein SAV2183",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2203","SAOUHSC_02443","VBIStaAur99865_2203","PATRIC.93061.5.NC_007795.CDS.2266921.2267391.rev","PATRIC","CDS",2266921,2267391,471,"-","FIG01318402","PLF_1279_00000860","PGF_00013231","YP_500911.1",156,,"Hypothetical protein SAV2184",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2204","SAOUHSC_02444","VBIStaAur99865_2204","PATRIC.93061.5.NC_007795.CDS.2267632.2269194.rev","PATRIC","CDS",2267632,2269194,1563,"-","FIG00012746","PLF_1279_00001282","PGF_00891810","YP_500912.1",520,,"Glycine betaine transporter OpuD",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2205","SAOUHSC_02445","VBIStaAur99865_2205","PATRIC.93061.5.NC_007795.CDS.2269501.2270502.rev","PATRIC","CDS",2269501,2270502,1002,"-","FIG01393346","PLF_1279_00001632","PGF_02007855","YP_500913.1",333,,"Zinc-type alcohol dehydrogenase-like protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2206","SAOUHSC_02447","VBIStaAur99865_2206","PATRIC.93061.5.NC_007795.CDS.2270736.2271737.rev","PATRIC","CDS",2270736,2271737,1002,"-","FIG00005027","PLF_1279_00001445","PGF_02817527","YP_500914.1",333,,"NADP-dependent oxidoreductase YfmJ",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2207","SAOUHSC_02448","VBIStaAur99865_2207","PATRIC.93061.5.NC_007795.CDS.2272020.2272889.rev","PATRIC","CDS",2272020,2272889,870,"-","FIG01363184","PLF_1279_00001441","PGF_00069682","YP_500915.1",289,,"cell surface hydrolase (putative)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2208","SAOUHSC_02449","VBIStaAur99865_2208","PATRIC.93061.5.NC_007795.CDS.2273155.2274567.rev","PATRIC","CDS",2273155,2274567,1413,"-","FIG00003507","PLF_1279_00000122","PGF_00427152","YP_500916.1",470,,"6-phospho-beta-galactosidase (EC 3.2.1.85)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2209","SAOUHSC_02450","VBIStaAur99865_2209","PATRIC.93061.5.NC_007795.CDS.2274585.2276303.rev","PATRIC","CDS",2274585,2276303,1719,"-","FIG00132623","PLF_1279_00001008","PGF_00029744","YP_500917.1",572,,"PTS system, lactose-specific IIB component (EC 2.7.1.207) / PTS system, lactose-specific IIC component",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2210","SAOUHSC_02451","VBIStaAur99865_2210","PATRIC.93061.5.NC_007795.CDS.2276303.2276614.rev","PATRIC","CDS",2276303,2276614,312,"-","FIG00003655","PLF_1279_00001787","PGF_00029743","YP_500918.1",103,,"PTS system, lactose-specific IIA component (EC 2.7.1.207)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2211","SAOUHSC_02452","VBIStaAur99865_2211","PATRIC.93061.5.NC_007795.CDS.2276636.2277616.rev","PATRIC","CDS",2276636,2277616,981,"-","FIG00794765","PLF_1279_00001087","PGF_00055985","YP_500919.1",326,,"Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2212","SAOUHSC_02453","VBIStaAur99865_2212","PATRIC.93061.5.NC_007795.CDS.2277620.2278552.rev","PATRIC","CDS",2277620,2278552,933,"-","FIG00229360","PLF_1279_00018771","PGF_10567595","YP_500920.1",310,,"Tagatose-6-phosphate kinase (EC 2.7.1.144)","GO:0009024|tagatose-6-phosphate kinase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2213","SAOUHSC_02454","VBIStaAur99865_2213","PATRIC.93061.5.NC_007795.CDS.2278565.2279080.rev","PATRIC","CDS",2278565,2279080,516,"-","FIG00002376","PLF_1279_00001135","PGF_00007122","YP_500921.1",171,,"Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2214","SAOUHSC_02455","VBIStaAur99865_2214","PATRIC.93061.5.NC_007795.CDS.2279096.2279524.rev","PATRIC","CDS",2279096,2279524,429,"-","FIG00002321","PLF_1279_00003510","PGF_00007121","YP_500922.1",142,,"Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2215","SAOUHSC_02456","VBIStaAur99865_2215","PATRIC.93061.5.NC_007795.CDS.2279892.2280647.rev","PATRIC","CDS",2279892,2280647,756,"-","FIG00002891","PLF_1279_00002146","PGF_00016518","YP_500923.1",251,,"Lactose phosphotransferase system repressor",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2216","SAOUHSC_02457","VBIStaAur99865_2216","PATRIC.93061.5.NC_007795.CDS.2280898.2281629.fwd","PATRIC","CDS",2280898,2281629,732,"+","FIG00008490","PLF_1279_00001496","PGF_10024837","YP_500924.1",243,,"NAD-dependent protein deacetylase of SIR2 family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2217","SAOUHSC_A02331","VBIStaAur99865_2217","PATRIC.93061.5.NC_007795.CDS.2281666.2281827.fwd","PATRIC","CDS",2281666,2281827,162,"+","FIG01107910","PLF_1279_00125457","PGF_03474976","YP_500925.1",53,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2218","SAOUHSC_02458","VBIStaAur99865_2218","PATRIC.93061.5.NC_007795.CDS.2281920.2282528.rev","PATRIC","CDS",2281920,2282528,609,"-","FIG01108841","PLF_1279_00002514","PGF_08225224","YP_500926.1",202,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2219","SAOUHSC_02459","VBIStaAur99865_2219","PATRIC.93061.5.NC_007795.CDS.2282790.2282915.rev","PATRIC","CDS",2282790,2282915,126,"-","FIG01315817","PLF_1279_00002627","PGF_00423813","YP_500927.1",41,,"Doubtful CDS. No database matches",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2220","SAOUHSC_02460","VBIStaAur99865_2220","PATRIC.93061.5.NC_007795.CDS.2283135.2283983.rev","PATRIC","CDS",2283135,2283983,849,"-","FIG01327425","PLF_1279_00001447","PGF_07285706","YP_500928.1",282,,"Oxidoreductase, aldo/keto reductase family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.190","SAOUHSC_00206","VBIStaAur99865_0190","PATRIC.93061.5.NC_007795.CDS.228338.229291.fwd","PATRIC","CDS",228338,229291,954,"+","FIG00000812","PLF_1279_00001598","PGF_03941737","YP_498803.1",317,,"L-lactate dehydrogenase (EC 1.1.1.27)","GO:0004459|L-lactate dehydrogenase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2221","SAOUHSC_02461","VBIStaAur99865_2221","PATRIC.93061.5.NC_007795.CDS.2284053.2284469.rev","PATRIC","CDS",2284053,2284469,417,"-","FIG01344370","PLF_1279_00002164","PGF_00057506","YP_500929.1",138,,"Transcriptional regulator, MerR family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2222","SAOUHSC_02463","VBIStaAur99865_2222","PATRIC.93061.5.NC_007795.CDS.2284877.2287300.fwd","PATRIC","CDS",2284877,2287300,2424,"+","FIG00013983","PLF_1279_00000060","PGF_00012460","YP_500931.1",807,,"Hyaluronate lyase precursor (EC 4.2.2.1)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2223","SAOUHSC_02464","VBIStaAur99865_2223","PATRIC.93061.5.NC_007795.CDS.2287360.2288058.rev","PATRIC","CDS",2287360,2288058,699,"-","FIG00022140","PLF_1279_00002194","PGF_00106571","YP_500932.1",232,,"Peptidase, M23/M37 family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2224","SAOUHSC_02465","VBIStaAur99865_2224","PATRIC.93061.5.NC_007795.CDS.2288425.2289240.rev","PATRIC","CDS",2288425,2289240,816,"-","FIG00510207","PLF_1279_00002153","PGF_02899915","YP_500933.1",271,,"Hydrolase, HAD superfamily",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2225","SAOUHSC_02466","VBIStaAur99865_2225","PATRIC.93061.5.NC_007795.CDS.2289534.2289959.fwd","PATRIC","CDS",2289534,2289959,426,"+","FIG01309487","PLF_1279_00002141","PGF_00061975","YP_500934.1",141,,"Truncated cell surface protein map-w",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2226","SAOUHSC_02467","VBIStaAur99865_2226","PATRIC.93061.5.NC_007795.CDS.2290323.2291027.rev","PATRIC","CDS",2290323,2291027,705,"-","FIG00001396","PLF_1279_00001125","PGF_00876160","YP_500935.1",234,,"Alpha-acetolactate decarboxylase (EC 4.1.1.5)","GO:0047605|acetolactate decarboxylase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2227","SAOUHSC_02468","VBIStaAur99865_2227","PATRIC.93061.5.NC_007795.CDS.2291064.2292728.rev","PATRIC","CDS",2291064,2292728,1665,"-","FIG00074916","PLF_1279_00000106","PGF_00025227","YP_500936.1",554,,"Acetolactate synthase, catabolic (EC 2.2.1.6)","GO:0003984|acetolactate synthase activity"
