Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1647","HI1574","VBIHaeInf48452_1647","PATRIC.71421.8.NC_000907.CDS.1641810.1643216.fwd","PATRIC","CDS",1641810,1643216,1407,"+","FIG00061313","PLF_724_00000050","PGF_10518765","NP_439720.1",468,"dnaB","Replicative DNA helicase (DnaB) (EC 3.6.4.12)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1648","HI1575","VBIHaeInf48452_1648","PATRIC.71421.8.NC_000907.CDS.1643226.1644308.fwd","PATRIC","CDS",1643226,1644308,1083,"+","FIG00001642","PLF_724_00000786","PGF_08932911","NP_439721.1",360,"alr","Alanine racemase (EC 5.1.1.1)","GO:0008784|alanine racemase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1649","HI1576","VBIHaeInf48452_1649","PATRIC.71421.8.NC_000907.CDS.1644405.1646054.fwd","PATRIC","CDS",1644405,1646054,1650,"+","FIG00000245","PLF_724_00000059","PGF_10505717","NP_439722.2",549,"pgi","Glucose-6-phosphate isomerase (EC 5.3.1.9)","GO:0004347|glucose-6-phosphate isomerase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1650",,"VBIHaeInf48452_1650","PATRIC.71421.8.NC_000907.CDS.1646262.1646387.fwd","PATRIC","CDS",1646262,1646387,126,"+","FIG01360105","PLF_724_00014231","PGF_01809798",,41,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.150","HI0148","VBIHaeInf48452_0150","PATRIC.71421.8.NC_000907.CDS.164635.165762.fwd","PATRIC","CDS",164635,165762,1128,"+","FIG00002386","PLF_724_00001291","PGF_03027834","NP_438317.1",375,,"N-acetylneuraminate epimerase (EC 5.1.3.24)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1651","HI1578","VBIHaeInf48452_1651","PATRIC.71421.8.NC_000907.CDS.1646702.1647673.fwd","PATRIC","CDS",1646702,1647673,972,"+","FIG00543846","PLF_724_00001283","PGF_00009014","NP_439724.1",323,,"Glycosyl transferase",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1652","HI1579","VBIHaeInf48452_1652","PATRIC.71421.8.NC_000907.CDS.1647856.1648323.rev","PATRIC","CDS",1647856,1648323,468,"-","FIG00431721","PLF_724_00000704","PGF_08346382","NP_439725.1",155,"lpp","Outer membrane lipoprotein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1653",,"VBIHaeInf48452_1653","PATRIC.71421.8.NC_000907.CDS.1648349.1648453.rev","PATRIC","CDS",1648349,1648453,105,"-","FIG01920929","PLF_724_00005695","PGF_00240950",,34,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1654",,"VBIHaeInf48452_1654","PATRIC.71421.8.NC_000907.CDS.1648466.1648600.rev","PATRIC","CDS",1648466,1648600,135,"-",,"PLF_724_00003656","PGF_01809980",,44,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1655","HI1581","VBIHaeInf48452_1655","PATRIC.71421.8.NC_000907.CDS.1648637.1648810.rev","PATRIC","CDS",1648637,1648810,174,"-","FIG01220712","PLF_724_00001213","PGF_00037978","NP_439726.1",57,,"Protein YecM",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1656","HI1582","VBIHaeInf48452_1656","PATRIC.71421.8.NC_000907.CDS.1648798.1649217.rev","PATRIC","CDS",1648798,1649217,420,"-","FIG01220712","PLF_724_00001213","PGF_00037978","NP_439727.1",139,,"Protein YecM",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1657","HI1583","VBIHaeInf48452_1657","PATRIC.71421.8.NC_000907.CDS.1649297.1651030.fwd","PATRIC","CDS",1649297,1651030,1734,"+","FIG00000088","PLF_724_00000079","PGF_00926109","NP_439728.1",577,"argS","Arginyl-tRNA synthetase (EC 6.1.1.19)","GO:0004814|arginine-tRNA ligase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1658","HI1584","VBIHaeInf48452_1658","PATRIC.71421.8.NC_000907.CDS.1651323.1651814.rev","PATRIC","CDS",1651323,1651814,492,"-","FIG00000433","PLF_724_00000391","PGF_00025215","NP_439729.1",163,"ilvH","Acetolactate synthase small subunit (EC 2.2.1.6)","GO:0003984|acetolactate synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1659","HI1585","VBIHaeInf48452_1659","PATRIC.71421.8.NC_000907.CDS.1651814.1653535.rev","PATRIC","CDS",1651814,1653535,1722,"-","FIG00136692","PLF_724_00000045","PGF_00025090","NP_439730.1",573,"ilvI","Acetolactate synthase large subunit (EC 2.2.1.6)","GO:0003984|acetolactate synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1660","HI1586","VBIHaeInf48452_1660","PATRIC.71421.8.NC_000907.CDS.1653802.1655322.rev","PATRIC","CDS",1653802,1655322,1521,"-","FIG00008246","PLF_724_00000498","PGF_10361261","NP_439731.1",506,,"Na+/H+ antiporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1661","HI1587","VBIHaeInf48452_1661","PATRIC.71421.8.NC_000907.CDS.1655765.1656169.fwd","PATRIC","CDS",1655765,1656169,405,"+","FIG00613194","PLF_724_00001201","PGF_03919925","NP_439732.1",134,"hns","DNA-binding protein H-NS",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1662","HI1588","VBIHaeInf48452_1662","PATRIC.71421.8.NC_000907.CDS.1656239.1657075.fwd","PATRIC","CDS",1656239,1657075,837,"+","FIG00000507","PLF_724_00000458","PGF_00006320","NP_439733.1",278,"purU","Formyltetrahydrofolate deformylase (EC 3.5.1.10)","GO:0008864|formyltetrahydrofolate deformylase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1663","HI1589","VBIHaeInf48452_1663","PATRIC.71421.8.NC_000907.CDS.1657075.1658373.fwd","PATRIC","CDS",1657075,1658373,1299,"+","FIG00075970","PLF_724_00000270","PGF_07844318","NP_439734.1",432,"aroA","3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","GO:0003866|3-phosphoshikimate 1-carboxyvinyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1664","HI1590","VBIHaeInf48452_1664","PATRIC.71421.8.NC_000907.CDS.1658455.1659795.rev","PATRIC","CDS",1658455,1659795,1341,"-","FIG00150395","PLF_724_00000228","PGF_05935795","NP_439735.1",446,,"Replication-associated recombination protein RarA",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.151","HI0148.1","VBIHaeInf48452_0151","PATRIC.71421.8.NC_000907.CDS.165924.166130.fwd","PATRIC","CDS",165924,166130,207,"+","FIG01145279","PLF_724_00003316","PGF_01809860","NP_438318.1",68,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1665","HI1591","VBIHaeInf48452_1665","PATRIC.71421.8.NC_000907.CDS.1659856.1660473.rev","PATRIC","CDS",1659856,1660473,618,"-","FIG00001098","PLF_724_00000994","PGF_09866709","NP_439736.1",205,"lolA","Outer membrane lipoprotein carrier protein LolA",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1666",,"VBIHaeInf48452_1666","PATRIC.71421.8.NC_000907.CDS.1660491.1662080.rev","PATRIC","CDS",1660491,1662080,1590,"-","FIG00000287","PLF_724_00000691","PGF_08155727",,529,,"DNA translocase FtsK",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.152","HI0149","VBIHaeInf48452_0152","PATRIC.71421.8.NC_000907.CDS.166166.166357.fwd","PATRIC","CDS",166166,166357,192,"+","FIG01850500","PLF_724_00001530","PGF_08031782","NP_438319.1",63,,"Putative protein-S-isoprenylcysteine methyltransferase",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1667",,"VBIHaeInf48452_1667","PATRIC.71421.8.NC_000907.CDS.1662252.1662923.rev","PATRIC","CDS",1662252,1662923,672,"-","FIG00000287","PLF_724_00000691","PGF_08155727",,223,,"DNA translocase FtsK",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1668",,"VBIHaeInf48452_1668","PATRIC.71421.8.NC_000907.CDS.1662937.1663260.rev","PATRIC","CDS",1662937,1663260,324,"-","FIG00000287","PLF_724_00000691","PGF_08155727",,107,,"DNA translocase FtsK",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1669","HI1596","VBIHaeInf48452_1669","PATRIC.71421.8.NC_000907.CDS.1663262.1663762.rev","PATRIC","CDS",1663262,1663762,501,"-","FIG00003800","PLF_724_00000299","PGF_07652258","NP_439738.2",166,"lrp","Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1670","HI1597","VBIHaeInf48452_1670","PATRIC.71421.8.NC_000907.CDS.1663821.1665197.rev","PATRIC","CDS",1663821,1665197,1377,"-","FIG00000283","PLF_724_00000223","PGF_00421792","NP_439739.2",458,"radA","DNA repair protein RadA","GO:0003678|DNA helicase activity;GO:0005524|ATP binding;GO:0006260|DNA replication"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.153","HI0150","VBIHaeInf48452_0153","PATRIC.71421.8.NC_000907.CDS.166400.167287.rev","PATRIC","CDS",166400,167287,888,"-","FIG00018201","PLF_724_00000747","PGF_00902417","NP_438320.1",295,"hflC","HflC protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1671","HI1598","VBIHaeInf48452_1671","PATRIC.71421.8.NC_000907.CDS.1665333.1666379.rev","PATRIC","CDS",1665333,1666379,1047,"-","FIG00001294","PLF_724_00000736","PGF_04108994","NP_439740.1",348,,"Inorganic triphosphatase (EC 3.6.1.25)","GO:0050355|triphosphatase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1672","HI1599","VBIHaeInf48452_1672","PATRIC.71421.8.NC_000907.CDS.1666703.1667419.rev","PATRIC","CDS",1666703,1667419,717,"-","FIG00005107","PLF_724_00001498","PGF_00426318","NP_439741.2",238,,"FIG005107: hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1673","HI1600","VBIHaeInf48452_1673","PATRIC.71421.8.NC_000907.CDS.1667409.1668332.rev","PATRIC","CDS",1667409,1668332,924,"-","FIG00023677","PLF_724_00000530","PGF_00002685","NP_439742.1",307,,"FIG023677: hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1674","HI1601","VBIHaeInf48452_1674","PATRIC.71421.8.NC_000907.CDS.1668392.1668679.rev","PATRIC","CDS",1668392,1668679,288,"-","FIG00024746","PLF_724_00000496","PGF_00002863","NP_439743.1",95,,"FIG024746: hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1675","HI1602","VBIHaeInf48452_1675","PATRIC.71421.8.NC_000907.CDS.1668718.1669158.rev","PATRIC","CDS",1668718,1669158,441,"-","FIG00035246","PLF_724_00001133","PGF_00003022","NP_439744.2",146,,"FIG035246: DoxX family protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1676","HI1603","VBIHaeInf48452_1676","PATRIC.71421.8.NC_000907.CDS.1669381.1670061.fwd","PATRIC","CDS",1669381,1670061,681,"+","FIG00022740","PLF_724_00000907","PGF_02787494","NP_439745.1",226,,"Phosphate transport regulator (distant homolog of PhoU)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1677","HI1604","VBIHaeInf48452_1677","PATRIC.71421.8.NC_000907.CDS.1670086.1671348.fwd","PATRIC","CDS",1670086,1671348,1263,"+","FIG00009601","PLF_724_00000517","PGF_00037171","NP_439746.1",420,,"Probable low-affinity inorganic phosphate transporter","GO:0005315|inorganic phosphate transmembrane transporter activity;GO:0006817|phosphate transport;GO:0016020|membrane"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1678","HI1605","VBIHaeInf48452_1678","PATRIC.71421.8.NC_000907.CDS.1671414.1672025.fwd","PATRIC","CDS",1671414,1672025,612,"+","FIG00016566","PLF_724_00001344","PGF_00049713","NP_439747.1",203,,"SH3 domain protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1679","HI1606","VBIHaeInf48452_1679","PATRIC.71421.8.NC_000907.CDS.1672032.1673282.fwd","PATRIC","CDS",1672032,1673282,1251,"+","FIG00000289","PLF_724_00000739","PGF_08398205","NP_439748.1",416,"cca","CCA tRNA nucleotidyltransferase (EC 2.7.7.72)","GO:0001680|tRNA 3'-terminal CCA addition;GO:0001680|CTP:tRNA cytidylyltransferase activity;GO:0001680|CTP:3'-cytidine-tRNA cytidylyltransferase activity;GO:0001680|ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.154","HI0151","VBIHaeInf48452_0154","PATRIC.71421.8.NC_000907.CDS.167287.168507.rev","PATRIC","CDS",167287,168507,1221,"-","FIG00002847","PLF_724_00001071","PGF_00011634","NP_438321.1",406,"hflK","HflK protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1680","HI1607","VBIHaeInf48452_1680","PATRIC.71421.8.NC_000907.CDS.1673354.1673974.fwd","PATRIC","CDS",1673354,1673974,621,"+","FIG01954644","PLF_724_00001208","PGF_00027825","NP_439749.1",206,"lolB","Outer membrane lipoprotein component of lipoprotein transport system LolB",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1681","HI1608","VBIHaeInf48452_1681","PATRIC.71421.8.NC_000907.CDS.1673974.1674927.fwd","PATRIC","CDS",1673974,1674927,954,"+","FIG00000377","PLF_724_00000635","PGF_00423533","NP_439750.1",317,"ipk","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)","GO:0050515|4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1682","HI1609","VBIHaeInf48452_1682","PATRIC.71421.8.NC_000907.CDS.1674929.1675876.fwd","PATRIC","CDS",1674929,1675876,948,"+","FIG00096830","PLF_724_00000254","PGF_00048782","NP_439751.1",315,"prsA","Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)","GO:0004749|ribose phosphate diphosphokinase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1683","HI1610","VBIHaeInf48452_1683","PATRIC.71421.8.NC_000907.CDS.1675940.1677145.rev","PATRIC","CDS",1675940,1677145,1206,"-",,"PLF_724_00000382","PGF_00063916","NP_439752.1",401,"tyrS","Tyrosyl-tRNA synthetase (EC 6.1.1.1)","GO:0004831|tyrosine-tRNA ligase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1684","HI1611","VBIHaeInf48452_1684","PATRIC.71421.8.NC_000907.CDS.1677346.1678062.rev","PATRIC","CDS",1677346,1678062,717,"-","FIG00001388","PLF_724_00000920","PGF_00054920","NP_439753.1",238,"sfsA","Sugar fermentation stimulation protein SfsA",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1685","HI1612","VBIHaeInf48452_1685","PATRIC.71421.8.NC_000907.CDS.1678071.1679465.rev","PATRIC","CDS",1678071,1679465,1395,"-","FIG00453189","PLF_724_00000900","PGF_00401551","NP_439754.1",464,,"Multidrug efflux transporter MdtK/NorM (MATE family)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1686","HI1613","VBIHaeInf48452_1686","PATRIC.71421.8.NC_000907.CDS.1679509.1680123.fwd","PATRIC","CDS",1679509,1680123,615,"+","FIG00000273","PLF_724_00001098","PGF_03751076","NP_439755.1",204,"ribE","Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1687","HI1614","VBIHaeInf48452_1687","PATRIC.71421.8.NC_000907.CDS.1680195.1682804.rev","PATRIC","CDS",1680195,1682804,2610,"-","FIG00000714","PLF_724_00000497","PGF_00019484","NP_439756.1",869,"pepN","Membrane alanine aminopeptidase N (EC 3.4.11.2)","GO:0004179|membrane alanyl aminopeptidase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1688","HI1615","VBIHaeInf48452_1688","PATRIC.71421.8.NC_000907.CDS.1682965.1683459.fwd","PATRIC","CDS",1682965,1683459,495,"+","FIG00000227","PLF_724_00000238","PGF_05172785","NP_439757.1",164,"purE","N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)","GO:0034023|5-(carboxyamino)imidazole ribonucleotide mutase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1689","HI1616","VBIHaeInf48452_1689","PATRIC.71421.8.NC_000907.CDS.1683529.1684617.fwd","PATRIC","CDS",1683529,1684617,1089,"+","FIG00000375","PLF_724_00002623","PGF_00024274","NP_439758.1",362,"purK","N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)","GO:0034028|5-(carboxyamino)imidazole ribonucleotide synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1690",,"VBIHaeInf48452_1690","PATRIC.71421.8.NC_000907.CDS.1684609.1684728.rev","PATRIC","CDS",1684609,1684728,120,"-","FIG00696105","PLF_724_00002384","PGF_01809680",,39,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1691","HI1617","VBIHaeInf48452_1691","PATRIC.71421.8.NC_000907.CDS.1684756.1685946.fwd","PATRIC","CDS",1684756,1685946,1191,"+","FIG00719736","PLF_724_00000337","PGF_00066715","NP_439759.1",396,"aspC","Aspartate aminotransferase (EC 2.6.1.1)","GO:0004069|aspartate transaminase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1692",,"VBIHaeInf48452_1692","PATRIC.71421.8.NC_000907.CDS.1686035.1686142.rev","PATRIC","CDS",1686035,1686142,108,"-","FIG00697195","PLF_724_00005636","PGF_01810518",,35,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1693","HI1618","VBIHaeInf48452_1693","PATRIC.71421.8.NC_000907.CDS.1686173.1686790.rev","PATRIC","CDS",1686173,1686790,618,"-","FIG00051313","PLF_724_00001044","PGF_01013659","NP_439760.2",205,,"ATPase component NikO of energizing module of nickel ECF transporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.155","HI0152","VBIHaeInf48452_0155","PATRIC.71421.8.NC_000907.CDS.168629.169336.rev","PATRIC","CDS",168629,169336,708,"-","FIG00001501","PLF_724_00000781","PGF_10369163","NP_438322.1",235,,"4'-phosphopantetheinyl transferase (EC 2.7.8.-)","GO:0000287|magnesium ion binding;GO:0006633|fatty acid biosynthetic process;GO:0008897|phosphopantetheinyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1694",,"VBIHaeInf48452_1694","PATRIC.71421.8.NC_000907.CDS.1686792.1686953.rev","PATRIC","CDS",1686792,1686953,162,"-",,"PLF_724_00001394","PGF_00060519",,53,,"Transmembrane component NikQ of energizing module of nickel ECF transporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1695",,"VBIHaeInf48452_1695","PATRIC.71421.8.NC_000907.CDS.1686922.1687425.rev","PATRIC","CDS",1686922,1687425,504,"-","FIG00059881","PLF_724_00013487","PGF_00144575",,167,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1696","HI1621","VBIHaeInf48452_1696","PATRIC.71421.8.NC_000907.CDS.1687425.1688045.rev","PATRIC","CDS",1687425,1688045,621,"-","FIG00043988","PLF_724_00000670","PGF_10593908","NP_439763.1",206,,"Substrate-specific component NikM of nickel ECF transporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1697","HI1622","VBIHaeInf48452_1697","PATRIC.71421.8.NC_000907.CDS.1688045.1688530.rev","PATRIC","CDS",1688045,1688530,486,"-","FIG00039465","PLF_724_00001236","PGF_00034654","NP_439764.1",161,,"Additional component NikL of nickel ECF transporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1698","HI1624","VBIHaeInf48452_1698","PATRIC.71421.8.NC_000907.CDS.1688543.1689226.rev","PATRIC","CDS",1688543,1689226,684,"-","FIG00040858","PLF_724_00000686","PGF_00034762","NP_439765.1",227,,"Additional periplasmic component NikK of nickel ECF transporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1699","HI1623","VBIHaeInf48452_1699","PATRIC.71421.8.NC_000907.CDS.1689316.1689723.fwd","PATRIC","CDS",1689316,1689723,408,"+","FIG00697036","PLF_724_00001405","PGF_00057506","NP_439766.1",135,"merR2","Transcriptional regulator, MerR family",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1700","HI1625","VBIHaeInf48452_1700","PATRIC.71421.8.NC_000907.CDS.1689783.1690187.rev","PATRIC","CDS",1689783,1690187,405,"-","FIG00740963","PLF_724_00001369","PGF_01809569","NP_439767.1",134,,"FOG: TPR repeat, SEL1 subfamily",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1701","HI1626","VBIHaeInf48452_1701","PATRIC.71421.8.NC_000907.CDS.1690281.1690997.rev","PATRIC","CDS",1690281,1690997,717,"-","FIG00696985","PLF_724_00001185","PGF_01809551","NP_439768.1",238,,"Sugar phosphate permease",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1702","HI1627","VBIHaeInf48452_1702","PATRIC.71421.8.NC_000907.CDS.1691109.1691459.fwd","PATRIC","CDS",1691109,1691459,351,"+","FIG00538044","PLF_724_00001148","PGF_00964947","NP_439769.1",116,,"RidA/YER057c/UK114 superfamily, group 2, YoaB-like protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1703","HI1628","VBIHaeInf48452_1703","PATRIC.71421.8.NC_000907.CDS.1691490.1691894.fwd","PATRIC","CDS",1691490,1691894,405,"+","FIG01384593","PLF_724_00001358","PGF_00404409","NP_439770.1",134,,"probable membrane protein YPO3565",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1704","HI1629","VBIHaeInf48452_1704","PATRIC.71421.8.NC_000907.CDS.1691957.1692544.rev","PATRIC","CDS",1691957,1692544,588,"-","FIG00002761","PLF_724_00001054","PGF_00422722","NP_439771.2",195,,"DedA protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1705","HI1630","VBIHaeInf48452_1705","PATRIC.71421.8.NC_000907.CDS.1692762.1693049.fwd","PATRIC","CDS",1692762,1693049,288,"+","FIG00001896","PLF_724_00001075","PGF_07051332","NP_439772.1",95,"rpL25","LSU ribosomal protein L25p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation;GO:0008097|5S rRNA binding"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1706","HI1631","VBIHaeInf48452_1706","PATRIC.71421.8.NC_000907.CDS.1693148.1693720.rev","PATRIC","CDS",1693148,1693720,573,"-","FIG00699020","PLF_724_00003308","PGF_08225224","NP_439773.1",190,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.156",,"VBIHaeInf48452_0156","PATRIC.71421.8.NC_000907.CDS.169396.170577.rev","PATRIC","CDS",169396,170577,1182,"-","FIG01482656","PLF_724_00001238","PGF_01353801",,393,,"Anaerobic C4-dicarboxylate transporter DcuB",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1707","HI1632","VBIHaeInf48452_1707","PATRIC.71421.8.NC_000907.CDS.1694577.1694942.fwd","PATRIC","CDS",1694577,1694942,366,"+","FIG00000132","PLF_724_00002952","PGF_00862519","NP_439774.1",121,,"Aspartokinase (EC 2.7.2.4)","GO:0004072|aspartate kinase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1708","HI1633","VBIHaeInf48452_1708","PATRIC.71421.8.NC_000907.CDS.1695071.1696369.fwd","PATRIC","CDS",1695071,1696369,1299,"+","FIG00000107","PLF_724_00000054","PGF_06935032","NP_439775.1",432,"purA","Adenylosuccinate synthetase (EC 6.3.4.4)","GO:0004019|adenylosuccinate synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1709","HI1634","VBIHaeInf48452_1709","PATRIC.71421.8.NC_000907.CDS.1696426.1697253.rev","PATRIC","CDS",1696426,1697253,828,"-","FIG00000908","PLF_724_00000078","PGF_00020172","NP_439776.2",275,"dapD","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","GO:0008666|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1710",,"VBIHaeInf48452_1710","PATRIC.71421.8.NC_000907.CDS.1697273.1697389.fwd","PATRIC","CDS",1697273,1697389,117,"+","FIG00697382","PLF_724_00004345","PGF_01810186",,38,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1711","HI1635","VBIHaeInf48452_1711","PATRIC.71421.8.NC_000907.CDS.1697612.1698622.fwd","PATRIC","CDS",1697612,1698622,1011,"+","FIG00150396","PLF_724_00000068","PGF_00038991","NP_439777.1",336,"purR","Purine nucleotide synthesis repressor",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1712","HI1636","VBIHaeInf48452_1712","PATRIC.71421.8.NC_000907.CDS.1698844.1701444.fwd","PATRIC","CDS",1698844,1701444,2601,"+","FIG00000711","PLF_724_00000364","PGF_00033392","NP_439778.1",866,"ppc","Phosphoenolpyruvate carboxylase (EC 4.1.1.31)","GO:0008964|phosphoenolpyruvate carboxylase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1713","HI1637","VBIHaeInf48452_1713","PATRIC.71421.8.NC_000907.CDS.1701481.1702893.rev","PATRIC","CDS",1701481,1702893,1413,"-","FIG00099514","PLF_724_00000792","PGF_02209787","NP_439779.1",470,,"Conserved protein YcjX with nucleoside triphosphate hydrolase domain",
